0.24810596,0.76153964,0.3016585,0.2777805,0.74137557,0.77216727,0.2833421,0.23892075,0.25648552,0.67363083,0.6864363,0.26770425,0.34792155,0.31569874,0.72990423,0.7379893,0.7653724,0.7256092,0.72380704,0.25598064
0.2476496,0.77565217,0.30144024,0.17671059,0.73070276,0.6939895,0.2451239,0.23749262,0.23114282,0.744362,0.76079905,0.2395346,0.20684811,0.21816823,0.80289894,0.7974244,0.7224806,0.8031771,0.811081,0.14146972
0.25195745,0.7176667,0.32981837,0.19425993,0.7754385,0.75626504,0.258901,0.30055192,0.14930227,0.72049457,0.6955787,0.2657563,0.20948255,0.16964795,0.8284166,0.7090078,0.812283,0.7998393,0.7460648,0.17489395
0.25707987,0.6539209,0.24656984,0.2581201,0.85226846,0.7474273,0.23822384,0.31999654,0.3305002,0.792408,0.7582696,0.31883878,0.24352089,0.28255504,0.7883184,0.82539576,0.70604014,0.85190564,0.6816305,0.19649
0.2803061,0.6673392,0.19557951,0.22720301,0.78186965,0.7040156,0.27453974,0.23302555,0.24901845,0.70229083,0.83305264,0.33577776,0.19928403,0.22352658,0.81630206,0.68855107,0.74600357,0.66888183,0.66799164,0.15828004
0.29415858,0.8077811,0.315268,0.3024763,0.8516254,0.7655897,0.24246259,0.22380096,0.24895588,0.7742463,0.80603707,0.23934703,0.23710382,0.2479885,0.7081121,0.78829676,0.6961734,0.7077852,0.6481233,0.2254175
0.24728517,0.68566316,0.23078084,0.23340374,0.6330929,0.70464224,0.2667128,0.24607316,0.21348473,0.8033944,0.73096246,0.2650901,0.2667777,0.3429775,0.8214237,0.85720336,0.717671,0.78067094,0.77513075,0.28214246
0.2696139,0.7742701,0.23053424,0.22119363,0.6676085,0.7476446,0.18397593,0.2000939,0.2597083,0.75441986,0.7560031,0.24263403,0.18628624,0.212578,0.708466,0.65977055,0.73780924,0.73927855,0.7368892,0.26470402
0.23139551,0.7197087,0.31982678,0.28599864,0.70515424,0.7153214,0.23543562,0.30170628,0.2979015,0.85419947,0.69438785,0.2729832,0.24806817,0.2859376,0.7971673,0.7122178,0.7778686,0.6982994,0.75528014,0.20205876
0.27674645,0.7287447,0.32770735,0.25229013,0.62906605,0.7892195,0.1892097,0.2134552,0.17440623,0.72576815,0.7540105,0.29492676,0.22400606,0.290228,0.70688593,0.74131685,0.748038,0.72170115,0.7555909,0.21249089
0.18063006,0.7270772,0.23309053,0.19481726,0.7826418,0.87826085,0.27298975,0.272102,0.16256626,0.7843942,0.79679066,0.23166543,0.18543354,0.37007284,0.7252965,0.72504455,0.8066493,0.74967146,0.6025238,0.21294342
0.20881861,0.81332076,0.29304743,0.3083198,0.76225466,0.8071606,0.26897246,0.2110129,0.31274962,0.69399893,0.75121325,0.3307912,0.2723102,0.25304577,0.7306729,0.84827024,0.74366933,0.69478846,0.65999377,0.31274545
0.24267457,0.7459319,0.26083165,0.25199565,0.68624157,0.69645506,0.17380133,0.3258461,0.2541961,0.7608066,0.77402717,0.32059944,0.16706565,0.23163778,0.6812094,0.7236828,0.77275234,0.7987696,0.7530368,0.28177792
0.27699873,0.8093018,0.26963,0.25659677,0.7216895,0.7980826,0.28173864,0.27235976,0.2839042,0.7936065,0.83411515,0.171636,0.27743125,0.25331837,0.8223036,0.7633225,0.7341712,0.7706691,0.82971346,0.30638692
0.21831267,0.79860044,0.2237058,0.31441584,0.73098165,0.738846,0.16561744,0.17209819,0.16471554,0.7686255,0.775026,0.24063766,0.35034883,0.22730407,0.7681333,0.74158186,0.84863937,0.75440675,0.7266912,0.310135
